Overall,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
59,49,42,50,62,41,57,48,45,60,59,66,61,71,55,69,57,70,71,68,54,55,56,52,60,47,53,54,56,54
59,53,50,44,63,47,58,44,40,55,60,68,67,67,53,68,54,55,63,52,50,55,50,51,58,37,55,46,56,54
59,35,63,62,50,53,50,41,32,41,52,68,58,65,64,74,57,72,72,67,57,58,23,59,53,60,59,28,24,22
59,43,53,48,60,38,57,34,30,58,59,67,69,54,57,56,55,69,68,75,54,54,54,55,61,37,54,49,55,46
59,60,46,60,58,55,60,52,60,59,60,58,54,57,50,63,55,61,48,58,64,76,59,66,59,56,62,56,58,61
59,61,45,42,58,41,58,54,46,53,56,78,76,70,54,71,53,56,77,59,42,56,54,56,46,53,42,47,46,48
59,45,39,58,63,37,58,45,37,54,63,57,55,55,59,61,58,54,40,63,42,57,56,50,43,41,54,57,64,62
59,56,46,52,55,43,59,58,37,51,58,71,71,80,50,87,60,55,75,56,48,72,53,55,53,45,52,50,54,54
59,23,61,57,53,47,58,44,26,34,59,68,71,61,55,64,57,66,54,64,49,35,14,56,43,59,53,12,14,12
59,51,57,44,51,48,62,52,41,46,57,84,80,78,47,74,49,54,63,59,56,28,36,56,53,39,53,37,42,33
59,57,68,42,58,40,57,39,35,40,56,71,59,75,61,72,64,54,60,52,50,50,16,59,57,58,52,13,19,15
59,46,60,50,52,52,62,52,44,38,63,75,78,73,52,76,57,65,54,64,55,42,22,55,52,54,54,22,22,25
59,47,60,61,47,51,58,50,31,40,56,74,84,65,59,43,60,82,72,77,51,61,29,63,50,56,50,24,28,31
59,39,41,41,60,39,55,36,33,58,58,64,61,58,61,69,53,59,82,66,47,67,58,55,55,44,53,57,59,55
59,42,62,55,51,51,70,46,45,33,68,59,64,57,48,52,60,60,52,67,52,61,17,55,48,56,59,18,18,13
59,45,34,40,60,39,61,46,34,60,58,69,67,66,66,73,50,62,78,53,49,57,52,53,59,41,44,48,56,46
59,56,50,48,59,50,62,49,45,58,54,68,68,65,57,67,59,55,55,60,54,48,55,59,55,57,55,50,52,49
59,30,59,51,49,47,59,53,31,37,56,90,87,62,54,66,55,63,54,71,50,30,12,55,53,58,52,15,18,18
59,41,53,52,67,38,64,40,41,60,64,64,69,73,58,67,54,60,55,56,47,59,47,56,60,42,58,46,47,45
59,56,42,45,54,44,58,55,45,52,56,78,77,78,48,74,54,56,63,56,45,54,52,48,46,45,52,50,58,58
59,47,28,58,55,17,38,57,26,52,52,34,34,43,56,53,53,62,65,75,31,68,59,31,50,53,55,59,56,57
59,64,52,55,63,47,57,58,56,61,61,56,55,59,56,67,64,55,69,76,58,58,55,60,59,56,57,53,54,53
59,38,60,57,51,49,56,34,29,32,56,74,81,61,51,64,63,72,59,69,49,38,19,57,42,53,49,20,23,11
59,45,41,54,69,32,47,39,38,66,58,61,62,54,57,56,45,59,61,61,42,55,56,53,56,43,39,53,59,52
59,61,51,42,55,55,61,55,45,55,58,70,70,70,55,67,63,55,54,56,52,35,45,58,60,61,62,33,47,44
59,39,52,47,61,32,50,35,33,55,58,63,55,59,56,73,49,59,70,45,31,63,61,40,46,58,45,59,58,54
59,51,61,58,61,47,62,44,40,45,63,64,62,52,57,66,55,63,51,58,58,50,33,55,48,63,49,45,34,38
59,38,54,29,67,36,59,43,47,60,52,74,72,66,60,81,56,34,68,61,37,64,62,56,58,56,63,52,55,48
59,44,60,57,53,53,58,47,30,41,56,70,80,64,57,66,62,74,54,68,50,44,20,55,42,50,47,22,17,19
59,51,65,57,49,51,57,55,56,42,51,66,67,69,55,69,57,70,69,68,59,40,33,57,50,63,57,32,32,25
59,47,55,55,59,55,65,52,48,57,57,65,68,55,63,65,54,57,65,56,50,53,60,57,65,65,65,54,50,48
59,31,54,64,60,34,49,40,38,59,58,67,67,60,62,52,49,78,80,80,51,67,61,51,59,39,51,57,60,60
59,35,31,44,62,29,58,44,42,57,60,69,64,80,55,83,52,63,60,56,37,63,54,27,51,40,45,53,61,59
59,27,22,62,57,33,38,29,28,41,51,53,55,37,52,52,45,66,57,80,30,56,55,26,31,31,39,56,59,57
59,44,38,49,59,33,50,34,36,54,56,54,62,57,56,59,49,62,59,73,35,63,61,41,48,44,44,54,63,54
59,28,62,59,43,46,55,35,29,32,52,62,66,58,54,61,63,72,50,72,54,27,13,61,42,60,46,10,14,15
59,43,31,59,58,31,54,37,40,56,59,61,63,65,48,48,51,72,73,75,39,63,55,45,44,41,47,57,61,58
59,49,52,40,57,43,64,55,41,50,62,84,78,82,52,82,59,55,59,57,49,47,23,54,57,44,57,37,29,30
59,45,40,53,67,42,59,40,35,64,62,64,55,55,57,53,60,55,62,66,42,67,48,57,53,45,44,49,54,60
59,46,60,56,52,58,60,45,40,39,61,71,68,71,51,68,67,60,65,66,52,39,17,54,45,50,49,11,23,18
59,57,56,42,51,56,63,55,35,40,63,74,75,67,48,66,60,41,59,59,50,44,23,54,56,51,55,19,27,30
59,42,50,49,65,43,63,44,38,60,63,80,79,63,59,76,58,61,69,40,43,64,50,60,52,40,54,52,51,50
59,49,55,56,68,51,64,60,53,57,63,69,54,77,54,73,62,59,51,44,52,45,47,55,62,61,69,44,54,62
59,27,60,58,53,54,52,52,33,43,61,65,61,63,51,64,64,71,70,66,58,68,34,60,45,55,51,33,35,31
59,46,28,59,59,32,52,41,39,55,54,50,43,66,56,54,45,67,41,69,37,62,55,32,45,47,48,57,61,57
59,54,35,45,60,29,38,43,27,57,54,73,71,59,40,62,41,80,60,56,29,44,54,24,26,34,57,60,58,58
59,52,57,50,52,53,60,53,49,43,58,80,79,82,54,88,51,66,61,69,52,65,28,62,52,56,50,34,31,22
59,22,22,67,53,22,26,22,23,58,33,44,56,38,46,39,35,70,53,77,19,60,58,26,38,26,40,59,59,53
59,32,41,61,57,28,40,29,26,55,55,65,63,48,59,59,41,70,54,70,26,55,58,40,33,36,42,55,58,55
59,56,48,43,53,42,62,54,45,51,56,64,71,69,61,72,52,52,63,42,46,45,26,56,52,43,50,36,42,40
59,42,57,39,53,45,65,44,41,44,58,82,86,81,44,70,65,45,54,60,54,32,15,56,51,49,53,22,25,28
59,45,27,53,56,25,53,29,29,52,48,73,72,64,50,61,39,71,65,76,26,66,55,27,25,31,51,58,57,56
59,56,52,42,57,39,60,53,45,55,57,68,65,64,55,77,54,58,60,60,53,55,42,53,53,45,50,39,43,38
59,50,28,43,50,24,44,32,33,45,48,76,78,57,50,70,27,65,70,62,25,48,55,45,37,33,42,56,55,55
59,61,50,44,56,53,60,48,41,52,63,76,73,63,43,61,58,49,53,63,45,26,18,54,52,61,57,32,29,28
59,46,30,60,54,34,40,44,44,50,46,53,54,57,52,53,41,67,66,67,49,60,60,34,50,47,46,59,61,58
59,54,54,51,62,52,61,51,53,56,61,65,67,61,53,68,55,47,72,65,53,34,56,61,54,51,55,49,55,39
59,44,51,34,57,33,55,55,40,53,58,65,62,68,60,69,44,66,75,56,42,74,54,54,56,33,60,55,56,57
59,53,52,36,57,42,66,56,36,50,61,70,65,76,53,73,53,44,71,47,60,46,48,51,47,51,53,42,43,33
59,34,28,54,56,35,42,38,31,48,57,64,63,67,50,62,52,68,44,72,28,56,57,34,32,36,52,57,59,57
59,50,62,48,41,62,64,58,45,41,61,81,80,65,39,62,65,45,49,61,57,33,24,55,56,56,48,23,25,20
59,36,59,54,52,52,56,41,33,41,58,68,70,69,58,67,57,69,62,75,52,48,41,61,47,59,54,33,39,34
59,50,55,56,64,43,61,53,48,60,63,33,33,39,60,61,59,62,30,36,57,55,55,60,59,47,60,49,58,54
59,51,46,54,61,46,54,44,43,60,58,43,35,54,57,68,58,73,74,71,52,76,59,56,58,54,63,60,62,56
59,54,50,49,56,39,62,48,33,51,56,76,73,75,51,61,59,59,55,56,46,52,39,51,54,44,58,42,47,44
59,32,60,54,49,48,57,42,34,34,59,66,48,59,62,70,59,72,57,65,55,38,15,64,53,68,48,13,14,15
59,56,54,53,63,38,60,54,42,59,64,67,67,66,50,65,60,58,54,57,55,58,46,52,55,40,50,39,54,51
59,58,55,55,54,49,61,54,40,42,60,70,70,69,49,62,63,43,60,53,55,35,24,56,50,53,48,20,22,31
59,46,50,39,60,43,67,49,38,56,63,66,68,78,55,76,45,50,41,53,48,42,28,50,59,41,65,29,20,24
59,41,50,60,57,41,53,47,46,58,57,67,63,63,53,71,55,60,80,73,56,64,56,50,52,45,58,55,59,58
59,60,48,59,54,43,65,56,35,33,64,69,73,62,50,74,59,36,57,53,34,28,35,52,51,47,46,47,34,36
59,35,64,67,56,47,61,32,40,39,59,55,58,54,49,55,55,53,52,69,54,59,20,56,54,62,50,38,26,23
59,58,53,36,52,39,64,43,35,40,59,81,80,78,45,74,64,46,51,54,42,39,34,52,50,45,50,38,48,39
59,46,24,58,56,30,54,32,31,49,56,71,65,57,50,66,44,69,54,61,27,67,58,34,35,46,48,59,60,60
59,28,27,57,55,25,42,32,30,48,52,66,68,53,55,52,36,74,61,75,25,56,55,24,33,34,47,58,60,57
59,58,57,38,55,60,60,53,41,44,58,72,70,73,50,68,56,44,55,45,45,55,27,59,56,55,55,28,28,24
59,39,55,36,60,35,60,49,56,52,55,79,76,81,60,67,45,56,60,58,60,35,60,60,63,55,58,36,67,65
59,48,51,39,62,49,56,53,54,61,58,67,69,62,57,75,57,56,66,51,52,78,50,56,61,53,60,54,54,52
59,42,49,51,62,45,60,40,38,58,62,67,69,72,56,71,54,61,64,60,47,59,60,58,55,36,55,52,56,56
59,35,26,57,43,31,33,33,27,37,40,68,67,49,53,59,53,72,63,66,31,58,59,33,32,38,50,58,63,61
59,57,48,33,59,40,62,53,47,53,60,72,68,78,47,84,46,65,60,43,45,47,27,52,57,46,57,35,32,29
59,31,64,47,48,38,58,45,27,45,62,79,82,69,50,55,51,71,69,71,45,63,14,60,43,51,53,19,28,22
59,43,37,57,59,44,52,38,32,57,55,51,63,65,56,62,48,71,64,74,40,63,58,44,52,46,56,56,57,55
59,50,58,54,62,43,61,48,56,61,61,72,69,59,52,74,64,60,66,49,65,58,40,59,61,59,52,47,51,53
59,35,43,40,69,36,59,35,59,63,65,65,69,57,60,66,49,69,41,60,57,35,51,32,63,51,50,58,60,51
59,48,32,51,41,36,40,45,51,39,36,63,66,54,59,48,35,62,66,61,33,63,63,45,44,52,41,59,57,62
59,56,32,48,59,30,58,54,38,55,60,69,70,74,50,57,65,75,55,69,44,50,54,46,40,49,54,52,58,55
59,44,60,52,53,53,61,47,43,41,59,83,82,81,61,79,58,67,64,57,57,54,19,58,53,60,55,18,20,17
59,50,34,44,55,26,51,30,30,52,54,66,69,47,52,46,41,65,63,75,36,57,57,41,49,38,43,59,60,60
59,32,65,57,45,50,54,48,36,33,56,65,66,57,62,67,59,69,62,60,53,34,23,62,50,62,57,25,18,14
59,30,63,60,44,49,52,39,28,32,54,78,74,73,58,69,59,86,66,69,48,32,12,59,39,46,46,17,13,14
59,42,41,42,55,41,67,44,42,52,61,84,82,92,48,84,42,52,42,43,40,40,30,53,54,47,50,31,36,44
59,52,41,42,59,36,56,42,38,56,59,69,64,72,54,75,52,61,67,56,36,53,52,51,52,36,52,54,56,54
59,58,28,52,55,36,59,35,42,43,60,66,61,64,54,46,30,60,55,55,32,48,56,51,48,40,53,56,57,56
59,46,32,58,50,34,33,34,27,42,37,65,71,60,48,58,48,72,51,66,29,62,60,32,28,41,41,58,63,61
59,32,18,57,42,26,32,23,27,40,41,64,55,53,56,56,33,70,65,77,16,62,59,33,40,25,48,55,60,57
59,48,24,38,61,30,55,33,30,60,55,71,62,63,53,74,30,72,63,62,36,55,51,46,44,39,49,55,62,61
59,43,32,49,45,31,52,32,31,33,49,69,64,53,55,71,25,58,66,49,25,56,54,39,36,36,43,56,66,65
59,59,47,41,55,42,58,60,48,50,57,76,74,78,55,81,59,78,72,49,54,66,50,52,56,45,56,48,54,55
59,44,30,51,55,24,44,34,35,52,44,55,66,65,55,73,41,72,47,59,30,65,57,29,52,39,42,63,59,61
59,54,58,56,53,54,59,47,55,50,60,73,72,64,53,66,62,59,60,68,58,64,17,57,50,64,59,34,18,17
59,59,55,49,59,51,58,51,47,53,58,68,69,55,41,70,53,57,58,51,52,30,23,57,54,58,53,30,28,22
59,20,21,61,60,23,25,24,27,55,52,61,62,42,55,75,33,71,54,58,15,60,58,24,27,34,56,55,63,60
59,50,60,55,55,46,60,30,48,46,56,81,79,80,52,65,53,77,56,59,57,49,26,60,54,59,49,23,12,16
59,54,59,57,54,53,54,54,47,52,54,77,72,59,52,60,66,60,72,64,56,66,55,56,54,51,50,57,58,54
59,57,35,42,54,35,57,49,51,52,54,70,68,63,54,74,42,61,51,58,36,56,54,48,47,47,55,56,57,59
59,62,49,49,55,68,56,62,53,53,57,68,70,57,55,60,66,59,63,69,54,53,54,49,49,54,51,57,53,53
59,50,57,41,52,52,61,44,35,42,62,81,82,63,42,64,60,46,55,52,47,35,27,57,55,47,54,25,30,24
59,46,39,48,63,43,60,40,44,59,61,62,63,68,54,75,54,54,65,70,43,43,59,39,32,45,59,56,57,54
59,56,39,43,55,38,59,47,54,42,56,79,83,69,51,74,50,61,68,55,48,51,49,48,47,40,52,48,56,54
59,33,24,57,56,18,40,34,26,35,53,65,63,45,55,57,43,68,53,68,20,55,59,27,28,31,39,59,62,55
59,30,24,64,59,30,50,26,31,55,53,55,62,53,51,57,42,75,56,63,29,55,55,31,38,38,53,57,61,58
59,55,56,44,58,48,67,55,47,57,55,72,75,71,50,67,47,55,55,50,44,40,44,45,48,53,57,56,46,45
59,48,56,55,61,55,63,62,60,59,55,71,72,70,61,70,57,61,61,58,59,44,55,58,58,61,59,53,53,52
59,47,32,51,58,26,55,34,42,54,55,59,62,72,48,68,57,53,56,67,29,67,59,36,48,52,48,52,66,60
59,52,57,62,55,38,58,45,32,50,57,65,62,55,58,65,61,71,65,75,56,60,15,60,42,50,58,20,19,20
59,30,61,56,52,51,56,33,31,28,57,68,68,66,57,67,58,64,58,60,51,50,18,59,46,58,46,19,13,12
59,56,60,55,55,56,58,54,45,45,60,69,65,74,59,74,62,63,48,44,59,44,20,57,53,55,55,26,33,24
59,53,57,51,52,51,59,56,32,44,57,81,77,74,56,76,58,63,62,59,54,54,23,60,52,56,54,27,29,28
59,31,61,57,54,57,58,34,32,48,58,74,72,71,52,73,57,58,57,53,55,59,15,58,45,51,60,18,14,11
59,56,63,42,64,44,60,56,47,59,61,64,65,64,59,58,62,56,34,41,44,44,35,59,52,52,62,39,42,35
59,40,32,57,53,27,39,38,30,50,45,54,41,36,48,37,38,71,67,80,25,72,56,25,34,36,47,52,59,58
59,47,46,49,57,36,56,33,37,54,60,53,61,58,58,77,47,60,66,65,49,63,58,51,55,39,53,56,58,57
59,50,55,70,63,25,45,27,44,60,55,55,55,55,53,70,35,70,66,58,33,50,58,44,40,43,45,55,62,58
59,39,31,52,59,37,54,42,40,56,54,62,62,63,58,66,55,63,61,63,43,62,58,41,49,50,51,57,60,61
59,33,49,43,55,60,53,43,43,52,54,62,59,56,56,58,59,66,66,75,53,66,61,59,52,38,55,52,61,59
59,52,26,52,51,23,58,53,28,48,54,69,69,64,52,62,52,71,72,63,26,65,52,56,41,35,47,52,58,57
59,59,38,39,58,42,61,43,45,51,63,61,72,56,60,61,73,36,62,67,56,26,56,62,54,50,50,48,54,53
59,49,56,54,57,56,58,31,42,52,54,76,71,76,51,80,55,68,77,60,57,53,38,58,48,57,52,41,57,52
59,53,26,49,55,26,40,29,33,50,53,77,72,63,54,82,37,64,64,60,32,54,51,45,39,34,40,54,60,55
59,48,29,65,61,28,55,40,40,57,58,52,57,50,55,31,57,60,51,77,30,59,57,41,54,46,41,58,58,55
59,56,56,55,61,48,57,45,55,57,58,61,63,55,55,54,57,57,54,58,55,55,57,61,58,57,55,56,58,57
59,62,66,47,51,53,69,47,39,46,63,63,66,54,39,64,65,42,44,40,50,41,30,54,50,55,54,25,29,28
59,34,62,55,50,49,52,48,34,35,55,75,77,55,56,74,60,69,55,63,52,41,20,59,57,60,55,23,14,23
59,55,24,48,54,19,62,30,29,48,56,75,77,69,50,67,27,66,62,58,23,50,55,50,49,35,45,52,55,54
59,51,47,39,59,46,64,53,53,53,64,64,63,64,60,57,60,52,34,64,45,40,31,56,58,57,58,48,38,43
59,48,60,50,59,48,63,45,38,48,61,71,74,76,58,55,56,50,60,60,50,34,22,59,56,51,60,33,29,27
59,55,52,36,51,41,59,46,36,42,57,90,87,75,51,73,58,42,50,45,47,30,25,51,52,49,42,29,29,18
59,42,59,53,51,52,56,54,45,42,53,71,75,70,57,67,58,82,61,75,53,42,23,63,53,58,51,15,18,11
59,42,32,46,58,32,62,43,33,53,60,55,82,76,60,82,49,86,79,67,37,64,59,59,63,32,62,57,62,61
59,30,28,58,37,21,36,25,24,30,39,36,50,53,45,49,37,77,61,81,28,45,62,21,28,32,57,63,59,56
59,53,37,38,62,49,68,52,51,61,66,73,65,78,39,65,47,70,48,50,50,38,27,45,60,45,56,32,28,26
59,50,34,58,54,30,48,40,30,39,53,72,68,75,55,63,31,56,77,78,28,47,58,36,36,32,54,56,58,60
59,52,30,48,42,29,54,38,32,37,53,68,67,59,53,77,43,55,65,47,31,50,59,48,40,36,43,56,55,59
59,29,24,60,46,33,46,32,37,30,52,61,57,49,55,61,45,72,50,62,30,60,58,27,42,49,56,58,61,58
59,30,61,61,49,43,53,42,35,28,59,53,60,54,53,48,64,64,55,84,53,69,15,59,48,59,54,33,16,19
59,38,19,56,51,29,39,27,29,36,48,61,64,54,55,57,40,79,64,73,27,59,58,28,28,38,40,57,59,56
59,38,26,58,45,27,49,39,35,40,52,55,59,57,54,59,44,67,55,67,24,54,56,33,35,43,49,58,66,61
59,44,45,44,63,39,59,48,47,61,64,73,63,71,55,50,54,52,54,61,52,37,58,56,58,52,60,38,54,49
59,48,24,58,52,35,57,30,29,39,39,70,72,51,58,58,52,68,66,64,22,56,56,33,40,47,54,56,65,59
59,49,62,50,61,56,59,55,53,55,64,68,72,67,55,63,45,65,62,57,44,46,46,64,55,58,56,40,43,44
59,51,45,54,50,45,58,45,42,33,55,70,70,55,55,67,51,70,67,57,48,45,55,51,55,55,58,60,55,53
59,54,56,44,52,48,63,44,41,43,61,77,76,72,48,74,64,57,58,59,53,47,23,55,47,52,52,25,30,25
59,59,44,55,57,55,61,58,50,55,50,67,67,65,50,66,48,67,62,58,45,55,55,50,48,50,45,52,59,58
59,46,56,46,64,36,70,41,63,57,61,67,66,61,62,63,49,58,64,48,63,41,56,57,61,61,50,45,59,51
59,45,23,57,48,21,49,31,31,52,48,69,59,61,53,64,29,65,64,70,22,67,55,47,35,34,40,61,59,61
59,59,56,49,52,49,61,49,38,41,59,77,68,74,59,45,53,38,66,63,57,62,39,50,49,64,43,53,49,38
59,58,52,41,64,55,61,58,62,63,60,65,60,63,52,68,60,54,53,48,58,44,46,52,60,49,61,49,57,55
59,32,22,53,61,25,51,39,29,55,59,52,57,42,51,65,46,64,58,58,24,57,62,36,33,41,48,56,63,56
59,49,47,35,62,49,61,53,46,57,63,68,69,74,53,70,55,62,54,57,47,46,48,57,57,52,58,45,43,42
59,56,46,42,62,50,67,55,35,38,64,70,71,69,52,68,52,65,50,52,39,30,33,49,52,38,44,31,22,27
59,45,35,50,59,30,52,35,32,56,57,64,67,59,58,62,57,62,65,70,30,57,60,34,52,36,55,55,57,55
59,59,53,49,62,34,56,53,58,60,62,72,62,70,58,66,54,62,68,61,57,60,53,56,59,43,54,47,55,54
59,41,44,54,66,38,57,63,60,66,63,65,59,56,64,45,59,60,55,70,46,70,57,39,54,49,44,45,57,53
59,57,55,58,56,58,66,56,51,55,51,70,70,61,55,66,61,70,55,58,56,44,44,55,55,61,56,51,50,50
59,55,35,54,45,30,53,45,34,40,54,67,64,65,55,63,49,62,60,66,36,42,57,54,52,38,54,60,58,58
59,59,39,54,55,33,52,47,37,53,55,66,59,59,58,47,41,71,71,71,36,58,53,56,51,42,55,51,55,53
59,60,44,44,54,42,60,61,48,52,56,80,75,79,54,76,52,66,72,52,48,44,50,59,57,53,60,51,50,47
59,55,43,42,57,39,62,55,46,49,60,75,79,61,51,66,58,70,52,67,37,53,30,56,49,53,46,35,35,32
59,58,26,44,49,26,56,43,32,33,49,73,68,70,51,57,25,57,66,45,22,48,56,46,39,36,41,56,62,56
59,26,25,56,49,32,39,35,30,41,45,51,53,38,49,54,45,69,51,79,27,52,58,27,32,40,40,59,62,61
59,42,60,61,55,43,59,58,28,47,58,63,60,62,50,54,63,62,59,75,53,50,28,59,48,59,50,20,22,20
59,35,55,56,47,41,67,49,27,35,60,92,90,81,45,84,59,67,69,70,47,45,14,55,47,60,43,19,10,13
59,47,56,27,54,39,67,42,33,45,57,80,78,67,51,89,56,37,60,31,46,27,18,55,49,51,45,35,23,24
59,60,34,62,57,29,54,42,31,54,58,73,73,75,56,62,58,64,64,62,32,65,58,54,56,39,58,63,58,56
59,52,50,51,64,53,66,53,52,63,65,71,74,69,60,68,66,51,47,48,39,48,31,48,51,52,52,47,46,42
59,54,54,42,60,50,65,56,51,56,67,63,66,61,55,59,57,46,47,43,48,53,31,50,58,45,55,34,37,34
59,51,52,45,60,49,59,48,42,56,59,73,73,81,54,73,58,57,59,57,46,48,38,55,54,42,58,38,44,44
59,24,62,39,50,53,58,32,29,27,59,88,84,70,57,73,60,41,53,45,50,29,19,64,44,66,45,12,17,11
59,54,43,43,56,32,63,56,34,48,59,78,75,79,44,69,55,64,64,63,55,58,52,49,49,34,50,52,58,55
59,51,46,49,59,48,67,49,48,52,66,62,60,53,55,63,59,56,53,60,52,69,52,58,61,44,53,31,58,57
59,59,48,43,62,34,64,54,58,60,61,70,69,74,55,66,42,43,61,52,36,47,44,54,57,35,57,41,50,44
59,54,51,55,57,43,60,55,54,56,57,62,51,64,57,69,52,62,63,54,46,59,58,55,57,51,52,56,58,58
59,49,44,52,67,52,53,60,57,59,62,72,76,66,68,69,58,71,60,62,53,65,63,39,56,53,61,59,57,51
59,53,20,47,48,20,55,34,26,30,54,73,78,76,54,69,20,64,59,55,20,32,53,58,30,40,50,58,59,55
59,45,59,66,53,54,58,32,27,34,58,67,68,58,49,55,64,66,65,69,51,62,18,56,49,56,53,19,18,23
59,26,61,57,53,46,58,34,35,31,55,63,65,52,55,53,58,67,54,72,47,29,18,60,47,57,43,11,14,11
59,32,26,63,48,33,38,27,25,40,41,54,54,34,52,34,44,64,52,75,22,53,54,27,30,33,44,54,63,62
59,32,25,57,48,25,29,28,26,40,39,53,50,60,55,65,40,78,64,70,18,59,58,28,28,35,47,57,61,58
59,48,54,60,64,53,54,60,51,56,56,72,65,75,56,71,59,66,65,64,52,66,64,56,60,58,56,61,65,58
59,54,49,30,59,37,68,50,39,54,66,86,79,82,52,81,55,64,54,32,49,34,48,51,52,51,63,53,54,54
59,27,17,53,53,29,32,26,22,35,47,61,62,72,58,68,37,84,56,67,20,62,57,28,35,37,44,61,62,50
59,39,41,52,58,41,50,43,39,56,51,66,71,49,50,75,49,89,70,73,52,65,58,49,53,40,44,58,57,55
59,49,47,36,61,41,62,55,39,60,62,63,64,69,52,83,47,53,49,45,49,43,39,53,60,40,57,46,44,41
59,23,17,57,42,21,25,21,26,29,37,61,63,40,58,65,34,70,52,72,18,59,58,22,31,30,42,59,62,59
59,50,25,57,45,29,56,29,33,28,46,68,61,59,56,54,32,62,66,63,23,61,59,49,35,34,45,59,63,59
59,57,50,37,56,48,63,62,52,53,61,81,74,75,51,80,53,80,50,58,52,46,26,56,57,54,55,21,23,24
59,55,55,55,60,45,61,47,55,61,58,61,63,60,58,70,55,59,66,59,58,50,55,61,58,60,55,48,59,58
59,55,44,48,53,33,56,35,44,44,55,70,70,70,57,70,41,61,55,57,43,55,56,47,47,49,58,55,58,58
59,34,29,61,50,29,49,29,24,49,45,53,50,54,57,46,45,72,57,71,30,65,58,25,40,35,52,56,59,57
59,54,30,54,58,39,50,38,27,52,51,69,67,61,53,60,36,69,63,65,26,54,55,27,44,32,47,58,56,57
59,28,61,55,55,50,60,40,44,50,59,67,63,63,64,52,52,60,34,73,55,31,14,64,55,64,50,17,18,15
59,31,25,49,68,27,48,34,30,61,65,55,55,56,46,72,39,58,72,47,26,61,50,38,60,35,39,50,58,55
58,39,58,59,46,44,58,35,32,27,61,79,80,66,50,69,52,57,55,70,47,29,18,54,49,51,46,17,11,17
58,46,48,32,49,40,63,43,42,43,57,77,82,75,51,73,45,58,56,57,49,44,21,54,54,49,54,32,30,34
58,51,53,41,61,46,60,48,51,57,62,71,66,73,48,73,54,69,58,53,56,55,54,52,58,52,57,52,58,53
58,53,57,41,58,48,64,49,41,51,63,66,69,59,41,77,67,36,43,42,44,33,19,53,49,62,50,29,36,29
58,48,37,56,51,34,46,41,32,50,48,69,72,52,54,64,40,67,54,72,35,55,55,38,36,32,42,56,59,58
58,56,26,52,56,26,31,37,30,53,43,64,47,46,54,67,48,74,52,60,27,53,56,27,39,45,57,59,63,62
58,42,21,60,46,27,37,28,23,47,38,66,67,55,50,59,43,75,65,70,28,46,56,30,32,38,44,56,62,60
58,50,59,62,58,51,57,48,49,52,55,62,52,62,49,61,58,76,72,80,57,60,42,58,54,48,56,27,43,44
58,52,44,39,53,54,63,52,36,44,58,84,76,81,46,82,57,41,50,32,36,31,32,50,52,48,51,34,43,39
58,55,47,28,63,45,63,55,51,56,65,69,60,77,40,79,42,67,41,45,34,21,32,47,60,41,45,21,38,29
58,55,49,48,53,45,55,58,51,49,57,70,70,60,57,73,59,69,73,60,49,69,53,54,54,52,56,50,49,48
58,55,22,53,57,33,33,31,25,32,41,59,57,46,56,78,34,66,58,41,24,45,60,24,28,35,42,59,59,57
58,53,45,38,54,39,58,45,36,49,48,71,71,72,54,70,54,47,74,60,41,58,53,46,45,49,45,51,49,49
58,31,20,57,53,22,36,30,30,48,46,51,71,47,49,52,38,82,70,73,23,55,56,28,29,31,44,51,60,54
58,52,49,44,60,45,57,41,44,57,58,70,72,56,55,65,57,63,60,56,55,55,49,60,60,35,57,45,55,52
58,22,18,59,46,23,35,22,22,42,39,63,63,42,51,43,38,69,57,78,22,52,55,20,26,34,40,55,62,60
58,49,29,44,37,30,54,32,32,31,48,69,66,56,58,71,31,63,58,57,26,60,50,48,35,40,39,51,66,65
58,38,64,55,58,56,58,56,55,55,55,55,55,58,51,55,58,57,66,63,55,38,35,57,45,65,47,33,23,22
58,38,60,56,49,53,53,45,39,38,54,77,79,70,52,77,60,60,57,49,53,35,20,57,52,60,49,14,21,18
58,30,27,50,58,25,35,21,28,56,46,55,64,48,62,68,46,76,54,60,29,56,60,28,30,33,56,56,58,65
58,48,24,65,43,27,33,32,26,41,52,48,56,34,47,43,42,39,37,77,25,58,51,26,30,31,38,55,63,59
58,33,61,63,53,59,54,32,31,38,57,55,55,53,57,53,58,69,47,75,39,51,21,58,48,54,42,20,23,20
58,32,61,59,42,45,59,39,42,29,58,62,55,61,58,66,62,60,54,61,48,62,10,58,46,53,49,11,20,13
58,49,47,37,48,40,63,42,38,43,58,90,90,87,39,70,52,49,61,58,41,44,38,51,50,48,46,38,38,34
58,57,55,39,61,37,63,47,54,60,60,69,69,72,50,76,50,57,58,51,44,48,28,51,56,53,51,30,33,34
58,42,59,71,54,42,53,40,52,50,57,54,39,49,59,35,57,34,62,79,48,53,18,60,54,50,53,40,23,23
58,50,42,59,58,41,58,50,43,56,61,63,49,57,58,64,56,60,52,58,38,67,53,38,43,55,49,54,60,61
